respondent_id,bumo,region,gender,age_band,income_band,household_size,wash_freq_per_day,skin_type,benefits_sought,is_aware,awareness_channel,is_trialist,familiarity,is_repeater,trial_barriers,trial_drivers,concept_relevance,concept_purchase_intent,value_perception,price_index_vs_others,benefit_perception_pre,rating_suitable_for_daily_use,rating_rinses_off_cleanly,rating_controls_oil_throughout_the_,rating_deep_cleansing_feel,rating_refreshing_feel_during_wash,rating_gentle__non-irritating_on_s,rating_easy_to_lather,rating_attractive_packaging,rating_pleasant_scent,rating_leaves_skin_feeling_soft,rating_skin_looks_brighter_after_wa,rating_reduces_appearance_of_dark_s,rating_skin_feels_hydrated_not_tig,rating_long-lasting_matte_finish,rating_suitable_for_sensitive_skin,rating_visibly_improved_skin_textur,overall_product_rating,product_superiority,repeat_intent,recommend_intent,benefit_perception_post,suggested_improvements,purchase_channel,pack_size_bought,time_since_last_purchase,time_since_last_use
R1293,Multi-benefit / Other,Luzon,Female,18–24,"PHP 10,001–18,000",6,1,Combination,Brightens / evens skin tone|Controls excess oil|Prevents breakouts,True,Supermarket display,True,Bought within past 3 months,False,,Liked / related to TV ad|Easy to find in store|Recommended by beauty influencer,,,,,,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,3,5,Better than BUMO,Probably would buy again,Might or might not,Keeps skin hydrated|Deep cleansing,Improve moisturising effect — skin feels dry after use|Add more active skin ingredients,E-commerce,100ml,2 months ago,1 month ago
R1294,Multi-benefit / Other,Luzon,Female,18–24,"PHP 40,001–60,000",4,3,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1295,Multi-benefit / Other,Visayas,Female,25–35,"PHP 18,001–25,000",3,2,Dry,Brightens / evens skin tone|Keeps skin hydrated,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1296,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 25,001–40,000",4,3,Sensitive,Reduces dark spots & hyperpigmentation|Prevents breakouts|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1297,Multi-benefit / Other,Mindanao,Female,18–24,"PHP 10,001–18,000",3,2,Oily,Brightens / evens skin tone|Reduces dark spots & hyperpigmentation|Controls excess oil,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat irrelevant,Probably would buy,Fairly good value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1298,Multi-benefit / Other,Mindanao,Female,46–59,"PHP 10,001–18,000",3,2,Dry,Gentle / non-irritating|Deep cleansing|Anti-aging / firming,True,Drugstore display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Did not like / relate to TV ad,,Somewhat relevant,Definitely would buy,Average value,A little higher,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1299,Multi-benefit / Other,Visayas,Female,46–59,"PHP 18,001–25,000",2,2,Oily,Controls excess oil|Prevents breakouts|Deep cleansing,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1300,Multi-benefit / Other,Mindanao,Female,25–35,"PHP 25,001–40,000",3,1,Sensitive,Reduces dark spots & hyperpigmentation|Gentle / non-irritating|Deep cleansing,True,TV ad,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash|Not recommended by friends / family,,Somewhat relevant,Definitely would buy,Very good value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1301,Multi-benefit / Other,Visayas,Male,25–35,"PHP 25,001–40,000",6,2,Normal,Controls excess oil|Prevents breakouts|Gentle / non-irritating,False,,False,Not aware,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1302,Multi-benefit / Other,Luzon,Male,18–24,"PHP 60,001–100,000",4,2,Oily,Reduces dark spots & hyperpigmentation|Gentle / non-irritating|Deep cleansing,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Not sure,Might or might not,Somewhat poor value,About the same,Controls oil / prevents breakouts|Deep cleansing,,,,,,,,,,,,,,,,,,,,,,,,,,
R1303,Multi-benefit / Other,Visayas,Male,25–35,"PHP 18,001–25,000",2,2,Oily,Controls excess oil,True,Supermarket display,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Very relevant,Might or might not,Very poor value,A little higher,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1304,Multi-benefit / Other,Luzon,Female,25–35,"PHP 25,001–40,000",5,3,Oily,Keeps skin hydrated|Controls excess oil|Gentle / non-irritating,True,Radio,False,"Seen/heard, don't want to buy",False,Already satisfied with current facial wash,,Somewhat relevant,Probably would buy,Very good value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
R1305,Multi-benefit / Other,Visayas,Female,36–45,"PHP 18,001–25,000",3,2,Oily,Prevents breakouts|Deep cleansing|Smells pleasant,True,Supermarket display,False,"Seen/heard, considering but haven't bought",False,Already satisfied with current facial wash|Not recommended by friends / family,,Very irrelevant,Definitely would buy,Average value,A little lower,Controls oil / prevents breakouts,,,,,,,,,,,,,,,,,,,,,,,,,,
